nombre,edad,lugar_registro,marca_auto,modelo_auto,año_modelo,autonomia_km,tipo_carga,fecha_registro,version_software,baterias_recicladas
Etelvina Blasco-Blanch,38,La Coruña,Volkswagen,ID.3,2025,391,Ultra Rápida,2022-10-24,4.0.1,No
Adrián Guardia Arco,60,Soria,Volkswagen,ID.3,2021,318,Rápida,2024-06-22,8.2.8,Sí
Aureliano Lago Falcón,53,Valencia,Chevrolet,Bolt EV,2018,333,Ultra Rápida,2022-07-14,5.7.4,Sí
Maricruz Hervia,68,Teruel,Volkswagen,ID.4,2018,396,Lenta,2024-09-25,9.6.7,Sí
Lalo Alcántara,38,Sevilla,Tesla,Model Y,2018,276,Ultra Rápida,2024-09-11,7.6.4,No
Corona Pereira-Serra,60,Pontevedra,Volkswagen,ID.3,2018,432,Lenta,2022-11-13,1.9.5,No
Godofredo Espada-Bou,51,Toledo,Hyundai,Ioniq 5,2021,378,Rápida,2024-06-27,8.7.2,No
Emelina Garmendia,36,Guipúzcoa,Audi,e-tron,2023,406,Lenta,2022-06-04,2.6.5,No
Mariano Quirino Cortina Luján,46,Baleares,Audi,Q4 e-tron,2020,372,Lenta,2023-06-18,1.2.0,Sí
Felicia Torrent Guerrero,60,Zamora,Hyundai,Ioniq 5,2022,475,Ultra Rápida,2022-07-30,10.5.6,Sí
Zaida Ariza-Muro,22,Tarragona,Hyundai,Kona Electric,2024,548,Rápida,2023-12-02,10.2.9,Sí
María Pilar Esteve,41,Cáceres,BMW,i4,2025,474,Lenta,2024-11-13,10.5.7,Sí
Teodoro Borja Sureda,19,Huesca,Nissan,Ariya,2025,299,Ultra Rápida,2023-07-25,1.4.1,No
Estela Carnero Borrell,30,Pontevedra,Tesla,Model X,2022,305,Lenta,2022-12-29,7.0.5,No
Leocadio de Pou,55,Soria,Kia,EV6,2022,246,Rápida,2024-03-27,10.6.8,Sí
Candelario Poncio Bilbao Crespi,21,Murcia,Nissan,Ariya,2024,565,Rápida,2023-02-12,2.5.8,No
Tomasa Beltrán Guardia,72,Tarragona,Volkswagen,ID.4,2024,364,Ultra Rápida,2022-10-31,10.5.0,No
Balduino Águila Macías,48,Ávila,Hyundai,Ioniq 5,2024,211,Ultra Rápida,2025-01-11,1.7.4,Sí
Juliana Jessica Mateu Lucas,34,Palencia,Audi,e-tron,2024,399,Ultra Rápida,2024-05-08,2.8.4,Sí
Lara Carlos Blanch,66,Las Palmas,Ford,F-150 Lightning,2019,579,Lenta,2025-02-14,6.5.4,Sí
Fabiana Bustos Rivera,50,Vizcaya,Volkswagen,ID.4,2019,289,Ultra Rápida,2024-08-30,8.2.3,Sí
Cipriano Solsona Madrid,63,Ciudad,Chevrolet,Bolt EV,2020,162,Rápida,2023-03-14,6.8.4,Sí
Eloy Lledó Montserrat,60,Ceuta,BMW,i3,2023,168,Rápida,2024-03-06,3.4.7,Sí
Carmina Álvarez Criado,51,Madrid,Hyundai,Kona Electric,2018,598,Rápida,2024-05-05,5.8.5,Sí
Severiano Andrés Cañete,65,Cantabria,Nissan,Leaf,2021,155,Ultra Rápida,2025-04-01,3.8.2,No
Eva Otero Murillo,74,Segovia,Hyundai,Kona Electric,2022,353,Ultra Rápida,2023-07-11,8.0.3,Sí
Herminio Abella,43,Segovia,Chevrolet,Bolt EUV,2024,201,Rápida,2025-02-09,1.4.4,Sí
Valero Daza Cabanillas,42,Lleida,Volkswagen,ID.3,2020,525,Lenta,2023-09-06,7.3.7,Sí
Lino Pomares Puig,73,Málaga,Chevrolet,Bolt EUV,2020,395,Lenta,2022-06-06,7.5.7,No
Seve Ángel Peláez Vilaplana,30,Barcelona,Ford,Mustang Mach-E,2022,249,Ultra Rápida,2024-12-02,5.3.2,Sí
Dora Escolano Galiano,51,Salamanca,Ford,F-150 Lightning,2023,331,Rápida,2025-01-02,1.0.4,No
Gloria Riera Antón,21,Lugo,BMW,i3,2025,200,Lenta,2024-11-12,10.2.5,Sí
Gabino Antúnez Cabo,19,La Rioja,Chevrolet,Bolt EV,2023,335,Lenta,2025-01-21,2.5.8,Sí
Felicia Madrigal,20,Tarragona,Volkswagen,ID.3,2020,175,Ultra Rápida,2022-05-10,5.6.1,Sí
Nicolasa Ávila Redondo,49,Castellón,Hyundai,Ioniq 5,2020,174,Lenta,2024-05-01,6.8.0,Sí
Perla Barrios Huertas,65,Lugo,Audi,Q4 e-tron,2023,492,Lenta,2024-11-27,7.2.4,No
Julio César de Dávila,73,Huelva,Kia,EV6,2021,253,Rápida,2024-04-28,5.7.5,No
Desiderio Ribera Estrada,27,Girona,Hyundai,Ioniq 5,2025,220,Ultra Rápida,2022-08-30,7.0.3,No
Marisa Catalá Vicens,75,Ourense,Volkswagen,ID.3,2020,575,Lenta,2023-10-14,8.6.5,Sí
Asunción Jaume,18,Lugo,Kia,Niro EV,2018,552,Lenta,2024-03-30,3.3.7,No
Jaime Izquierdo,57,Girona,Volkswagen,ID.3,2024,497,Ultra Rápida,2023-02-06,9.1.9,No
Fabiana Ortuño Lara,53,León,Hyundai,Ioniq 5,2021,470,Rápida,2023-06-19,8.1.3,Sí
Amador Robles Canales,45,Zamora,Ford,Mustang Mach-E,2022,528,Ultra Rápida,2024-04-01,7.0.4,No
Bautista Frías-Novoa,19,Asturias,Chevrolet,Bolt EV,2022,247,Lenta,2023-11-29,2.6.0,No
Julián Montenegro Espinosa,30,Burgos,Volkswagen,ID.3,2023,456,Ultra Rápida,2024-03-19,7.0.4,Sí
Gertrudis Machado Cazorla,35,Santa Cruz de Tenerife,Chevrolet,Bolt EUV,2019,247,Ultra Rápida,2022-11-23,9.5.2,No
Gertrudis Gibert Cabrero,54,Girona,Ford,Mustang Mach-E,2018,437,Rápida,2025-04-08,6.1.7,Sí
Anita Baró Redondo,79,Sevilla,Nissan,Ariya,2021,382,Rápida,2024-03-03,3.9.8,No
Reinaldo Ramón,51,Álava,Hyundai,Kona Electric,2024,361,Rápida,2025-02-02,5.6.9,Sí
Pacífica Ramón,19,Teruel,Nissan,Ariya,2018,477,Ultra Rápida,2023-01-26,7.1.8,No
José Mari del Rocamora,66,Guipúzcoa,Audi,e-tron,2023,330,Ultra Rápida,2023-09-24,3.5.5,No
Feliciano Bas Páez,40,Madrid,Chevrolet,Bolt EV,2019,180,Lenta,2022-09-20,8.4.0,Sí
Agapito Ureña Solano,74,León,Tesla,Model X,2025,420,Lenta,2023-10-16,9.1.4,No
Cándida Guitart Ugarte,44,Zaragoza,Audi,Q4 e-tron,2023,507,Lenta,2023-02-03,8.9.9,Sí
Buenaventura de Tomé,25,Huesca,Audi,Q4 e-tron,2018,422,Ultra Rápida,2024-02-06,9.4.0,Sí
Nacho Bernal Zamorano,65,Palencia,Volkswagen,ID.3,2022,449,Rápida,2023-03-30,10.2.8,No
Leoncio de Alegria,49,Baleares,BMW,iX,2022,190,Ultra Rápida,2024-04-15,6.6.2,Sí
Ramona Fiol Vázquez,31,Melilla,Kia,Niro EV,2022,346,Rápida,2024-02-21,8.4.7,No
Isaías Juan Bautista Campo Yáñez,42,Segovia,Tesla,Model Y,2021,571,Ultra Rápida,2023-06-25,6.9.2,Sí
Cosme Berenguer Andrés,32,Málaga,Kia,EV6,2024,232,Lenta,2024-04-12,4.5.6,No
Teodoro Moreno Esparza,38,Jaén,Volkswagen,ID.4,2022,193,Lenta,2022-04-27,10.0.8,Sí
Nereida Alcázar Hernando,22,Tarragona,Kia,EV6,2024,227,Lenta,2022-08-03,8.9.8,Sí
Luna Sacristán Vélez,43,Huesca,Chevrolet,Bolt EV,2020,513,Lenta,2024-08-19,8.8.9,No
Bárbara Peiró Real,59,Segovia,Tesla,Model Y,2023,293,Ultra Rápida,2024-11-19,4.3.4,No
Fabiana Iborra-Carranza,71,Guadalajara,Kia,EV6,2022,180,Lenta,2024-01-17,6.6.9,Sí
Purificación Peiró Moliner,56,León,Tesla,Model 3,2022,379,Lenta,2023-11-23,2.4.4,No
Lola Gracia Melero,68,Guadalajara,BMW,iX,2018,436,Rápida,2023-09-24,9.4.1,Sí
Jordán Tamayo-Muñoz,67,Cuenca,Tesla,Model S,2022,173,Rápida,2022-11-03,1.5.3,No
Duilio Font Melero,73,Almería,Tesla,Model Y,2020,457,Ultra Rápida,2023-06-14,3.3.0,Sí
Jordán Llano Elías,37,Córdoba,Volkswagen,ID.3,2018,525,Ultra Rápida,2022-05-02,6.9.6,Sí
Ambrosio Páez Anguita,19,La Coruña,Nissan,Leaf,2021,216,Rápida,2025-01-04,9.0.2,No
Norberto Colom Palmer,44,Cantabria,BMW,i4,2022,392,Lenta,2022-05-19,3.7.7,No
Maribel Espejo Vilar,34,León,Audi,Q4 e-tron,2023,397,Ultra Rápida,2024-07-30,9.8.4,No
Guadalupe Lucila Pou Borrell,23,Huesca,Volkswagen,ID.4,2020,479,Ultra Rápida,2023-07-21,5.7.7,No
Efraín Jordá Guzmán,51,Guipúzcoa,Ford,Mustang Mach-E,2025,193,Ultra Rápida,2024-01-21,4.9.4,No
Emilia de Rocha,39,Burgos,BMW,iX,2020,555,Lenta,2024-03-30,5.6.3,Sí
Mónica Pou Antón,57,Santa Cruz de Tenerife,Tesla,Model 3,2019,364,Lenta,2023-10-18,6.4.6,No
Alejo Jimenez Manso,64,Castellón,Audi,e-tron,2020,510,Rápida,2024-02-26,10.1.7,No
Enrique Merino,33,Guipúzcoa,Tesla,Model Y,2020,464,Ultra Rápida,2023-05-15,9.5.9,Sí
Adrián Vizcaíno Tejedor,59,Lugo,Tesla,Model X,2021,213,Ultra Rápida,2023-08-13,6.8.1,Sí
Luis Carretero Bauzà,26,Ceuta,Audi,Q4 e-tron,2018,533,Rápida,2024-11-30,8.4.0,No
Jose Manuel Cáceres Aragonés,23,Burgos,Ford,Mustang Mach-E,2018,554,Rápida,2025-02-02,4.2.0,Sí
Carmina Rueda Crespi,22,Ávila,Tesla,Model S,2025,562,Ultra Rápida,2024-08-14,10.3.9,No
Luciano Puente Cal,21,Valladolid,Kia,Niro EV,2023,543,Rápida,2025-03-04,2.6.0,No
Eladio Solera-Pinilla,60,Valladolid,Chevrolet,Bolt EV,2021,161,Ultra Rápida,2023-01-31,10.9.2,Sí
Rosa María Solsona Salvador,65,Albacete,Hyundai,Kona Electric,2018,484,Ultra Rápida,2022-11-30,6.7.8,Sí
Darío Benítez-Núñez,76,Baleares,Ford,F-150 Lightning,2019,461,Lenta,2023-06-10,4.7.7,Sí
Anselma Estévez Tejada,66,Albacete,Ford,Mustang Mach-E,2025,168,Ultra Rápida,2024-09-21,7.8.3,Sí
Adelia Moliner Gutiérrez,28,Cádiz,Volkswagen,ID.4,2021,260,Rápida,2023-06-15,1.0.6,Sí
Inés Macaria Losa Ureña,30,Albacete,Audi,Q4 e-tron,2024,568,Lenta,2024-04-28,2.0.9,Sí
Horacio Benet-Iñiguez,67,Tarragona,Tesla,Model S,2018,311,Ultra Rápida,2022-12-11,4.8.6,Sí
Azahara Bermudez Morata,69,Málaga,Tesla,Model S,2021,221,Lenta,2024-12-04,1.1.2,No
María Del Carmen Fernandez Chaparro,45,Badajoz,Hyundai,Kona Electric,2025,333,Ultra Rápida,2025-03-04,8.0.9,No
Dimas Ariza Armas,76,Zaragoza,Hyundai,Kona Electric,2022,459,Lenta,2024-01-30,1.0.2,Sí
Vicenta de Quintero,47,Lleida,Audi,e-tron,2019,163,Ultra Rápida,2022-12-22,9.5.2,No
Fabio Vera Taboada,55,Murcia,BMW,i4,2018,584,Rápida,2023-03-31,6.2.4,Sí
Joaquina Marianela Rocha Bonilla,45,Palencia,Tesla,Model S,2019,497,Ultra Rápida,2024-12-20,2.2.4,Sí
Alexandra Guitart Manso,65,Sevilla,Kia,EV6,2022,300,Rápida,2024-10-26,1.2.4,No
Luciano Herranz,44,Granada,Kia,EV6,2025,501,Lenta,2025-01-24,6.0.0,Sí
Miguel Ángel Tadeo Escribano Mateo,57,Lleida,Volkswagen,ID.3,2024,528,Ultra Rápida,2022-10-24,10.4.7,Sí
Valentina Diaz-Bartolomé,30,Murcia,BMW,iX,2019,268,Ultra Rápida,2023-07-07,7.2.2,Sí
Apolonia Gomez Valls,34,Teruel,Hyundai,Ioniq 5,2018,179,Lenta,2025-04-02,3.9.8,Sí
Leandro Sierra,32,Sevilla,Audi,e-tron,2019,252,Ultra Rápida,2024-10-29,9.9.4,No
Ariadna Sala Tejera,64,Barcelona,Volkswagen,ID.4,2022,372,Ultra Rápida,2024-06-25,3.2.4,Sí
Chelo Giner Pol,44,Huesca,Kia,Niro EV,2021,546,Rápida,2024-08-24,10.6.0,No
Alberto Villena Armas,45,Zaragoza,Nissan,Leaf,2019,303,Rápida,2023-08-20,1.7.5,Sí
Pablo Amador Rios,49,Navarra,Tesla,Model 3,2018,394,Rápida,2024-09-29,4.2.4,Sí
Ruperta Montserrat Castellanos Cal,62,Santa Cruz de Tenerife,Ford,F-150 Lightning,2024,455,Rápida,2023-10-07,7.3.2,Sí
Rodolfo Pedrero Garrido,57,Salamanca,Tesla,Model X,2019,254,Ultra Rápida,2024-02-25,2.0.1,No
Marisol Rodriguez Herrero,21,Segovia,Volkswagen,ID.3,2024,177,Ultra Rápida,2024-08-17,6.3.0,Sí
Jose Manuel Bas,78,Teruel,BMW,i4,2019,356,Rápida,2023-05-27,8.3.4,No
Juan José Perez Pozuelo,22,Cáceres,Volkswagen,ID.3,2024,530,Ultra Rápida,2025-03-04,1.8.5,Sí
Rubén Carranza,24,Sevilla,Nissan,Leaf,2023,376,Lenta,2023-05-31,8.4.3,No
Consuelo del Meléndez,46,Cantabria,Hyundai,Kona Electric,2022,535,Rápida,2022-10-31,1.0.2,Sí
Rosalva Santos Palomares,18,Zaragoza,Kia,Niro EV,2023,328,Lenta,2022-08-04,4.0.7,Sí
Wilfredo de Costa,65,Alicante,Chevrolet,Bolt EUV,2022,529,Rápida,2024-01-22,6.0.6,Sí
Alfonso Antúnez Morata,22,Alicante,BMW,i3,2019,349,Ultra Rápida,2022-11-26,2.0.6,No
Mercedes Cuadrado Castell,42,La Rioja,Hyundai,Kona Electric,2023,185,Lenta,2025-01-01,8.2.3,Sí
Anacleto Lago Azorin,22,Lleida,Tesla,Model S,2025,479,Ultra Rápida,2023-12-28,9.0.5,No
Casandra Peña Murillo,24,Soria,Nissan,Ariya,2022,261,Lenta,2023-06-01,2.1.9,Sí
Cristina Bastida Campos,38,Pontevedra,Kia,EV6,2018,559,Rápida,2024-10-05,1.1.8,Sí
Hipólito de Coloma,49,Jaén,Ford,F-150 Lightning,2022,289,Rápida,2023-01-28,6.2.0,No
Isa Rodríguez Beltrán,41,Alicante,BMW,i4,2020,203,Ultra Rápida,2025-01-08,6.2.6,Sí
Adoración Carmona Vicens,72,Granada,Nissan,Leaf,2018,588,Lenta,2023-06-10,9.6.4,No
Ramiro Cleto Céspedes Nadal,67,Castellón,Audi,Q4 e-tron,2018,268,Lenta,2023-12-03,1.2.1,No
Carmelita Núñez Gaya,69,Albacete,Ford,F-150 Lightning,2018,570,Lenta,2024-03-07,6.9.2,No
Carmina Sáenz,68,La Rioja,BMW,iX,2019,576,Lenta,2024-07-31,2.4.9,Sí
Regina Casanovas Peñas,58,Alicante,BMW,i4,2019,158,Ultra Rápida,2023-03-17,6.2.7,Sí
Anna Bermudez Fabregat,64,Granada,Nissan,Ariya,2024,377,Lenta,2023-02-24,10.9.0,Sí
Macaria Reyes Amorós Villa,69,Badajoz,Ford,Mustang Mach-E,2024,468,Rápida,2024-06-02,9.8.9,Sí
Carmen Sevilla Sans,27,Valencia,Nissan,Leaf,2023,286,Ultra Rápida,2022-10-11,8.3.5,No
Ramona Fidela Olivé Ríos,34,Guadalajara,Volkswagen,ID.3,2024,350,Ultra Rápida,2023-06-29,2.4.3,Sí
César Higueras Alfonso,31,Pontevedra,Audi,e-tron,2023,421,Rápida,2023-03-08,8.1.2,Sí
Ofelia del Calleja,67,Segovia,BMW,i3,2022,473,Lenta,2022-09-15,8.7.5,No
Miguel Ángel Atienza Carlos,79,Baleares,Chevrolet,Bolt EV,2020,226,Ultra Rápida,2022-11-30,8.7.7,No
Teo Falcón,39,Jaén,Chevrolet,Bolt EV,2024,587,Lenta,2023-08-16,5.9.1,Sí
Nazaret del Gallego,22,Lleida,BMW,iX,2023,315,Lenta,2022-07-01,6.7.9,No
Maristela Sanmartín Recio,68,Ceuta,BMW,i4,2023,245,Lenta,2023-10-26,1.2.0,No
Juan Pablo Cañas Acevedo,73,Granada,Ford,Mustang Mach-E,2022,514,Lenta,2024-03-17,9.0.7,Sí
Fulgencio Lamas Infante,56,Santa Cruz de Tenerife,Tesla,Model Y,2022,265,Rápida,2023-02-08,7.4.5,No
Leire Blazquez,23,Palencia,Audi,e-tron,2019,264,Lenta,2023-10-24,6.3.0,Sí
Alexandra Candela Vicente Grande,73,Guipúzcoa,Chevrolet,Bolt EV,2020,540,Lenta,2023-10-27,7.3.2,Sí
Tatiana Carreño Cantón,40,Zaragoza,Ford,F-150 Lightning,2022,434,Lenta,2023-06-29,1.8.4,Sí
Martina Álvaro,20,Zaragoza,BMW,i4,2019,333,Rápida,2024-09-22,6.4.8,Sí
Salvador López,74,Córdoba,Audi,e-tron,2024,366,Lenta,2022-05-13,1.9.6,No
Andrea López Manrique,23,Jaén,Ford,F-150 Lightning,2020,186,Ultra Rápida,2024-01-07,5.4.4,Sí
Melania Manuel Torrents,74,Badajoz,Audi,e-tron,2019,170,Ultra Rápida,2025-03-03,1.3.5,No
Esperanza Vega Cañete,79,La Coruña,Tesla,Model X,2020,537,Lenta,2022-06-08,2.0.2,No
María Belén Benet-Díez,40,Sevilla,Audi,e-tron,2019,337,Rápida,2023-04-23,9.1.2,Sí
Nicolás Bayón Caro,80,Ourense,Ford,Mustang Mach-E,2022,372,Lenta,2023-06-27,5.4.8,Sí
Mireia Mínguez Suarez,37,Badajoz,Kia,EV6,2025,404,Rápida,2024-07-15,1.2.4,Sí
Héctor Mendez Cañas,70,Navarra,Hyundai,Kona Electric,2022,152,Lenta,2022-10-15,6.6.9,Sí
Fausto Zapata Barral,38,Huelva,Chevrolet,Bolt EUV,2022,484,Lenta,2023-11-11,1.3.4,Sí
Xavier Lopez Lamas,75,Barcelona,Tesla,Model 3,2023,549,Rápida,2024-05-29,7.1.5,No
Constanza Arjona Sedano,67,La Coruña,Ford,F-150 Lightning,2018,548,Lenta,2024-10-25,7.2.1,Sí
Sabas Vigil,35,Vizcaya,Ford,F-150 Lightning,2019,369,Ultra Rápida,2024-06-22,2.0.2,Sí
Anselmo Iriarte Marín,66,Segovia,Kia,Niro EV,2024,380,Ultra Rápida,2024-10-06,7.2.7,Sí
Cristian Montesinos-Navarro,46,León,BMW,i3,2018,581,Lenta,2024-11-24,4.6.6,No
Lupe Godoy,77,Ourense,Volkswagen,ID.3,2020,599,Ultra Rápida,2023-10-31,4.6.6,No
Sabina del Fuster,67,Málaga,Audi,Q4 e-tron,2024,500,Rápida,2024-08-07,2.8.4,No
Bienvenida Bosch Jover,63,Lugo,BMW,iX,2025,339,Ultra Rápida,2023-03-20,5.6.2,No
Adelaida Robles-Valencia,58,Toledo,Kia,EV6,2023,426,Rápida,2022-06-11,5.1.2,Sí
Kike Cuesta Pavón,62,Soria,Audi,e-tron,2020,584,Ultra Rápida,2022-08-19,4.3.9,Sí
Susana Valle-Tamayo,46,Jaén,Tesla,Model X,2023,366,Ultra Rápida,2022-12-15,9.8.7,Sí
Estefanía Verdugo-Ojeda,32,Ourense,Volkswagen,ID.3,2022,288,Lenta,2024-11-21,1.2.2,Sí
Adelardo Salom Paz,73,Huelva,Volkswagen,ID.4,2022,228,Ultra Rápida,2024-02-22,9.4.4,Sí
Ani Arenas,37,Huelva,Volkswagen,ID.4,2023,280,Lenta,2022-07-17,5.2.7,Sí
Gabriel Belmonte Grau,58,Guipúzcoa,Audi,e-tron,2020,311,Rápida,2025-04-25,7.3.4,No
Pepito Boada-Peiró,43,Álava,Chevrolet,Bolt EV,2020,467,Ultra Rápida,2024-10-09,6.9.6,No
Domitila Font-Sevillano,19,Alicante,Tesla,Model S,2024,464,Rápida,2024-10-31,2.0.0,Sí
Eutropio Espada Prats,23,Toledo,Tesla,Model 3,2018,433,Ultra Rápida,2024-04-17,5.5.3,No
Águeda del Valenciano,59,Alicante,Hyundai,Ioniq 5,2022,418,Ultra Rápida,2025-03-11,10.8.0,Sí
Bernabé Peña Perelló,48,Valladolid,Tesla,Model X,2023,588,Lenta,2024-08-02,4.4.7,No
Arturo Lázaro Izaguirre Guillén,33,Baleares,Volkswagen,ID.4,2021,323,Lenta,2022-12-24,10.4.3,No
Fausto Camps Fabra,19,Ávila,Audi,e-tron,2021,272,Rápida,2023-11-17,3.5.8,No
Bruno Madrid,59,Guadalajara,Volkswagen,ID.3,2021,503,Lenta,2024-09-09,8.5.5,No
Gerónimo Vicente Guillén,32,Cuenca,Nissan,Leaf,2021,513,Rápida,2024-06-06,10.7.6,Sí
Adán Manjón,47,Álava,Chevrolet,Bolt EUV,2020,590,Rápida,2024-06-01,1.7.7,Sí
Marcelino Feliciano Mulet Zaragoza,28,Ourense,Tesla,Model Y,2020,265,Ultra Rápida,2023-05-13,2.8.8,No
Juan Francisco Arribas Clavero,35,Lleida,Ford,F-150 Lightning,2022,160,Rápida,2024-05-16,9.8.9,Sí
Baltasar Ibáñez-Ros,36,Burgos,Volkswagen,ID.3,2018,498,Lenta,2024-02-28,8.5.1,No
Evita Pujol Montalbán,20,Pontevedra,Nissan,Ariya,2020,273,Lenta,2023-08-25,3.4.0,Sí
Damián Mariño Ledesma,44,Cádiz,Hyundai,Ioniq 5,2021,434,Rápida,2022-07-16,7.5.5,No
Viviana Reig Calleja,47,La Coruña,Ford,Mustang Mach-E,2024,177,Lenta,2022-05-26,7.5.1,Sí
Martin Figueroa,48,Segovia,Hyundai,Kona Electric,2018,594,Rápida,2024-07-11,9.0.5,Sí
Emilia Arribas,72,Lugo,Audi,e-tron,2020,258,Ultra Rápida,2023-04-16,8.6.2,No
Gerardo Nebot Gras,27,Zamora,Hyundai,Kona Electric,2025,463,Lenta,2024-04-25,3.7.4,No
Guadalupe Monreal Silva,30,Cuenca,Tesla,Model S,2025,359,Lenta,2025-02-13,10.8.2,Sí
Bartolomé Tejada Galán,63,Valencia,Ford,F-150 Lightning,2023,164,Rápida,2022-06-01,7.9.7,Sí
Ariel Bravo Salcedo,29,Huesca,Volkswagen,ID.4,2023,231,Lenta,2024-08-13,9.0.7,No
Soraya Fabra Domínguez,34,Álava,Tesla,Model S,2023,568,Lenta,2023-02-13,5.7.3,Sí
Pedro Montesinos Carrión,57,Segovia,Ford,F-150 Lightning,2019,424,Lenta,2023-12-05,4.4.0,Sí
Vinicio Molins-Torrent,79,Guipúzcoa,Volkswagen,ID.3,2025,183,Rápida,2023-07-30,5.6.1,Sí
Purificación Griselda Saldaña Colomer,21,Cádiz,Audi,Q4 e-tron,2023,542,Ultra Rápida,2022-10-13,4.6.7,Sí
Sabas Herranz,74,Cáceres,Tesla,Model S,2025,276,Ultra Rápida,2022-05-04,3.8.4,No
Cesar Alfaro Sanjuan,67,Córdoba,Volkswagen,ID.4,2024,364,Rápida,2023-03-08,7.9.3,Sí
Teodora Melisa Ferrán Serrano,25,Jaén,Kia,Niro EV,2019,375,Ultra Rápida,2022-05-29,4.0.1,No
Nazario Camps,24,Valladolid,Chevrolet,Bolt EV,2024,203,Lenta,2024-04-25,3.3.5,Sí
Maribel de Expósito,22,Huelva,BMW,i4,2019,426,Rápida,2024-08-21,2.0.2,Sí
Sebastian Urrutia Ramón,76,Ciudad,Hyundai,Kona Electric,2023,368,Rápida,2025-01-04,2.5.4,Sí
Vicenta Villalba-Álvarez,28,Soria,Kia,Niro EV,2022,274,Ultra Rápida,2024-12-24,7.0.8,No
Cornelio Anaya-Ocaña,70,Cantabria,Volkswagen,ID.4,2019,419,Ultra Rápida,2023-02-24,4.2.6,Sí
Eulalia Almazán Campo,28,Madrid,BMW,iX,2019,492,Rápida,2024-09-10,9.2.1,No
Clímaco Estévez Reguera,40,Ávila,Nissan,Leaf,2024,543,Rápida,2022-05-01,3.8.9,Sí
Susana Chamorro Manuel,42,La Coruña,BMW,iX,2025,574,Ultra Rápida,2022-06-27,1.5.5,No
Sancho Escamilla Cabañas,51,La Rioja,Chevrolet,Bolt EUV,2019,307,Rápida,2022-10-26,9.8.1,No
Sebastian Saura Puig,62,Zamora,BMW,i3,2018,428,Rápida,2023-11-25,1.6.9,Sí
Julio Vallejo Espejo,19,Huelva,Tesla,Model Y,2018,552,Lenta,2024-01-27,2.6.4,Sí
Mar Sierra Giménez,23,Segovia,Ford,F-150 Lightning,2024,529,Ultra Rápida,2022-11-29,9.5.0,Sí
Carmelita Miró Gimenez,52,Guipúzcoa,Ford,Mustang Mach-E,2025,429,Rápida,2022-06-19,2.0.8,No
Anna Acevedo Padilla,44,Burgos,Ford,Mustang Mach-E,2019,453,Rápida,2024-01-06,1.8.6,No
Maximiano Coronado,20,Málaga,Chevrolet,Bolt EV,2021,418,Lenta,2022-05-15,1.5.8,No
Manuela Benitez Carpio,28,Asturias,Volkswagen,ID.3,2022,232,Rápida,2022-09-06,3.9.7,No
Jose Miguel del Ayala,54,La Rioja,Tesla,Model S,2024,434,Rápida,2024-12-26,4.5.1,Sí
Berto del Bravo,58,Segovia,Volkswagen,ID.4,2020,364,Rápida,2024-12-25,4.5.8,No
Débora Salas Cepeda,65,Madrid,BMW,i3,2024,151,Rápida,2023-12-27,4.2.7,No
Marcelino Catalá,50,Zamora,Chevrolet,Bolt EUV,2024,219,Lenta,2024-12-10,5.4.2,No
Máxima de Bermejo,40,Soria,BMW,iX,2019,585,Lenta,2024-02-06,6.6.4,No
Azucena Falcó-Almazán,41,Palencia,Tesla,Model S,2021,521,Rápida,2024-10-29,10.2.2,Sí
Carmelita Bou Palomares,77,Murcia,Volkswagen,ID.3,2021,461,Rápida,2023-04-09,6.6.7,No
Benjamín Múgica Osuna,80,Pontevedra,Nissan,Ariya,2018,561,Ultra Rápida,2023-12-23,3.2.2,Sí
Pacífica Ordóñez-Pozuelo,21,Baleares,Tesla,Model Y,2019,278,Ultra Rápida,2025-03-25,2.2.9,No
Chucho Salazar Pulido,60,Valencia,Tesla,Model S,2018,424,Rápida,2024-02-26,6.4.0,Sí
Daniel Prats Alcázar,67,Lugo,BMW,i4,2023,444,Lenta,2024-04-12,7.4.5,Sí
Mauricio del Saavedra,60,Lleida,Volkswagen,ID.4,2018,465,Rápida,2024-02-28,4.8.6,Sí
Amado Alsina,75,Almería,Kia,EV6,2024,223,Lenta,2023-09-21,9.4.9,Sí
Cruz de Goñi,33,Segovia,Ford,Mustang Mach-E,2018,183,Ultra Rápida,2022-12-29,7.1.7,Sí
Plinio Castro Marin,70,Córdoba,Audi,Q4 e-tron,2023,195,Lenta,2024-04-04,8.9.1,Sí
Paz Galiano,72,Guipúzcoa,Hyundai,Kona Electric,2022,385,Ultra Rápida,2024-01-26,6.3.3,Sí
Ángel Fonseca Iñiguez,51,León,Ford,F-150 Lightning,2021,262,Ultra Rápida,2022-09-08,7.6.8,Sí
Sofía Ximena Conesa Santos,68,Guadalajara,Nissan,Ariya,2023,561,Rápida,2022-05-26,10.6.9,No
Reyna Martí Álamo,71,Asturias,Audi,e-tron,2025,420,Rápida,2024-06-03,1.2.1,No
Ildefonso Vall Anaya,62,Jaén,Nissan,Leaf,2024,234,Ultra Rápida,2022-06-04,3.4.3,No
Lourdes Calderón Blasco,79,Murcia,Hyundai,Ioniq 5,2022,492,Lenta,2025-03-01,9.6.7,No
Nieves Espada Lladó,61,Ourense,Kia,Niro EV,2020,339,Rápida,2023-02-19,3.8.1,Sí
Joan Baquero Navas,37,Álava,Volkswagen,ID.3,2020,165,Ultra Rápida,2022-05-13,9.7.6,Sí
